Description,PSM_Sph1,PSM_Sph2,PSM_FA1,PSM_FA2,PSM_DAG1,PSM_DAG2
rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2 - [FBRL_HUMAN],2,1,0,0,1,2
ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1 - [ARL8B_HUMAN],2,1,0,0,1,3
Kynureninase OS=Homo sapiens GN=KYNU PE=1 SV=1 - [KYNU_HUMAN],2,1,0,0,1,3
26S protease regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1 - [PRS4_HUMAN],2,0,0,0,1,2
Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens GN=ERGIC2 PE=1 SV=2 - [ERGI2_HUMAN],4,0,0,0,2,1
Protein kinase C alpha type OS=Homo sapiens GN=PRKCA PE=1 SV=4 - [KPCA_HUMAN],4,0,0,0,2,1
Putative Golgi pH regulator C OS=Homo sapiens GN=GPR89C PE=5 SV=2 - [GPHRC_HUMAN],2,0,0,0,1,1
Isoform 2 of Transportin-2 OS=Homo sapiens GN=TNPO2 - [TNPO2_HUMAN],2,0,0,0,1,1
Mitogen-activated protein kinase kinase kinase MLT OS=Homo sapiens GN=MLTK PE=1 SV=3 - [MLTK_HUMAN],2,0,0,0,1,1
Isoform 2 of Surfeit locus protein 4 OS=Homo sapiens GN=SURF4 - [SURF4_HUMAN],12,3,1,1,6,2
Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2 - [LBR_HUMAN],8,3,1,1,4,4
7-dehydrocholesterol reductase OS=Homo sapiens GN=DHCR7 PE=1 SV=1 - [DHCR7_HUMAN],6,4,1,2,3,4
Transducin beta-like protein 2 OS=Homo sapiens GN=TBL2 PE=4 SV=1 - [E9PF19_HUMAN],22,8,5,1,11,2
Isoform 2 of Sn1-specific diacylglycerol lipase beta OS=Homo sapiens GN=DAGLB - [DGLB_HUMAN],4,2,1,0,2,2
Ras-related protein Rab-21 OS=Homo sapiens GN=RAB21 PE=1 SV=3 - [RAB21_HUMAN],4,2,1,1,2,2
Isoform 2 of Anoctamin-10 OS=Homo sapiens GN=ANO10 - [ANO10_HUMAN],4,0,1,0,2,1
Sorting and assembly machinery component 50 homolog OS=Homo sapiens GN=SAMM50 PE=1 SV=3 - [SAM50_HUMAN],6,1,2,0,3,2
General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2 - [USO1_HUMAN],14,1,5,1,7,7
Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2 - [VIGLN_HUMAN],12,5,5,5,6,8
Isoform 4 of GPI transamidase component PIG-T OS=Homo sapiens GN=PIGT - [PIGT_HUMAN],2,1,1,0,1,0
Transmembrane protein 2 OS=Homo sapiens GN=TMEM2 PE=4 SV=1 - [F5H6B2_HUMAN],2,1,1,0,1,0
Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3 - [LAMC1_HUMAN],8,2,4,1,4,0
Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2 - [FKBP9_HUMAN],4,6,2,2,2,2
Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens GN=HS2ST1 PE=1 SV=1 - [HS2ST_HUMAN],2,2,1,0,1,1
Importin subunit alpha-2 OS=Homo sapiens GN=KPNA2 PE=1 SV=1 - [IMA2_HUMAN],8,6,4,3,4,4
Isoform 2 of Gamma-secretase subunit APH-1A OS=Homo sapiens GN=APH1A - [APH1A_HUMAN],2,1,1,0,1,1
Isoform 3 of SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens GN=SMARCD2 - [SMRD2_HUMAN],2,1,1,1,1,1
ADP-ribosylation factor 3 OS=Homo sapiens GN=ARF3 PE=1 SV=2 - [ARF3_HUMAN],6,6,3,5,3,7
Isoform 3 of Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens GN=GNAS - [GNAS2_HUMAN],2,2,1,1,1,4
Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3 - [TCP4_HUMAN],2,1,1,2,1,2
Protein YIF1A OS=Homo sapiens GN=YIF1A PE=4 SV=1 - [A6NGW1_HUMAN],2,0,1,1,1,1
Isoform 3 of Nuclear factor 1 C-type OS=Homo sapiens GN=NFIC - [NFIC_HUMAN],2,0,1,1,1,1
Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2 - [KDM1A_HUMAN],2,0,1,1,1,1
Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2 - [CPNE8_HUMAN],2,0,1,1,1,2
U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens GN=RRP9 PE=1 SV=1 - [U3IP2_HUMAN],2,0,1,0,1,1
Gamma-secretase C-terminal fragment 50 (Fragment) OS=Homo sapiens GN=APP PE=4 SV=1 - [H7C0V9_HUMAN],8,4,5,2,4,2
Plexin-B2 OS=Homo sapiens GN=PLXNB2 PE=1 SV=3 - [PLXB2_HUMAN],6,4,4,3,3,3
Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1 - [ERP44_HUMAN],4,6,3,2,2,3
THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1 - [THOC1_HUMAN],4,2,3,1,2,1
Nuclear pore complex protein Nup85 OS=Homo sapiens GN=NUP85 PE=2 SV=1 - [B4DMQ3_HUMAN],4,3,3,3,2,5
Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=4 SV=1 - [F8VZJ2_HUMAN],2,4,2,2,1,2
Golgi phosphoprotein 3 OS=Homo sapiens GN=GOLPH3 PE=4 SV=1 - [F5H7W9_HUMAN],2,3,2,1,1,2
Transmembrane protein 33 (Fragment) OS=Homo sapiens GN=TMEM33 PE=4 SV=1 - [D6RAA6_HUMAN],2,1,2,2,1,1
60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2 - [RL7A_HUMAN],4,4,4,4,2,7
DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2 - [DNJA1_HUMAN],2,1,2,1,1,3
Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=3 SV=1 - [F5H4X7_HUMAN],10,1,10,3,5,3
Prolyl 3-hydroxylase 1 OS=Homo sapiens GN=LEPRE1 PE=2 SV=1 - [B4DNM8_HUMAN],4,3,6,3,2,2
60S ribosomal protein L29 OS=Homo sapiens GN=RPL29 PE=1 SV=2 - [RL29_HUMAN],2,1,3,0,1,1
Serine/arginine-rich-splicing factor 5 OS=Homo sapiens GN=SRSF5 PE=2 SV=1 - [B4DJK0_HUMAN],2,1,3,0,1,3
Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1 - [MLEC_HUMAN],2,2,4,0,1,2
Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=2 - [ILK_HUMAN],2,2,7,1,1,2
"Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3 - [SPTA2_HUMAN]",55,17,43,19,30,25
Serine palmitoyltransferase 1 OS=Homo sapiens GN=SPTLC1 PE=1 SV=1 - [SPTC1_HUMAN],20,8,6,1,11,1
Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1 - [RAB2A_HUMAN],9,6,2,4,5,4
Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4 - [PEPL_HUMAN],9,3,15,6,5,2
Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4 - [PGBM_HUMAN],14,2,0,0,8,0
Protein wntless homolog OS=Homo sapiens GN=WLS PE=1 SV=2 - [WLS_HUMAN],7,1,1,0,4,1
Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP PE=1 SV=1 - [IKIP_HUMAN],7,7,2,3,4,1
Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2 - [CALU_HUMAN],14,8,10,3,8,8
Estradiol 17-beta-dehydrogenase 12 OS=Homo sapiens GN=HSD17B12 PE=1 SV=2 - [DHB12_HUMAN],5,9,0,1,3,2
Alpha-mannosidase 2 OS=Homo sapiens GN=MAN2A1 PE=1 SV=2 - [MA2A1_HUMAN],5,1,0,0,3,1
Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1 - [CATD_HUMAN],25,25,3,7,15,8
Isoform 2 of Transmembrane 9 superfamily member 1 OS=Homo sapiens GN=TM9SF1 - [TM9S1_HUMAN],5,1,1,0,3,0
Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5 - [CO1A1_HUMAN],5,2,1,0,3,0
Dehydrogenase/reductase SDR family member 1 OS=Homo sapiens GN=DHRS1 PE=1 SV=1 - [DHRS1_HUMAN],5,8,1,2,3,3
Ras-related protein Ral-B (Fragment) OS=Homo sapiens GN=RALB PE=4 SV=1 - [C9J6B1_HUMAN],5,2,1,2,3,1
Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2 - [GSLG1_HUMAN],15,10,4,2,9,3
60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=4 SV=1 - [E9PIZ3_HUMAN],5,3,2,1,3,5
Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4 - [GCP60_HUMAN],5,2,5,2,3,5
"Keratin, type II cuticular Hb6 OS=Homo sapiens GN=KRT86 PE=1 SV=1 - [KRT86_HUMAN]",5,19,26,7,3,10
Isoform ZB of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4 - [AT2B4_HUMAN],23,11,5,2,14,5
Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2 - [NUP93_HUMAN],13,6,27,14,8,3
Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 - [AT2B1_HUMAN],34,17,3,3,21,7
Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens GN=ANKLE2 PE=4 SV=1 - [F5H2H5_HUMAN],37,5,16,1,23,1
Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1 - [SCPDL_HUMAN],8,7,2,1,5,2
ATP-binding cassette sub-family D member 1 OS=Homo sapiens GN=ABCD1 PE=1 SV=2 - [ABCD1_HUMAN],8,4,6,1,5,4
Dihydrolipoyl dehydrogenase OS=Homo sapiens GN=DLD PE=3 SV=1 - [F5H4I0_HUMAN],8,1,6,1,5,2
Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3 - [SRPRB_HUMAN],11,14,6,6,7,8
Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3 - [PCYOX_HUMAN],14,16,3,1,9,4
Lanosterol 14-alpha demethylase OS=Homo sapiens GN=CYP51A1 PE=3 SV=1 - [F5H3N4_HUMAN],17,9,7,1,11,5
Polypeptide N-acetylgalactosaminyltransferase 1 soluble form OS=Homo sapiens GN=GALNT1 PE=3 SV=1 - [F5GY99_HUMAN],29,18,7,5,19,4
Mammalian ependymin-related protein 1 OS=Homo sapiens GN=EPDR1 PE=1 SV=2 - [EPDR1_HUMAN],3,3,0,1,2,1
Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=3 SV=1 - [G3V295_HUMAN],3,11,0,3,2,5
Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2 - [NPC1_HUMAN],6,2,0,0,4,2
Nucleoporin Nup37 OS=Homo sapiens GN=NUP37 PE=1 SV=1 - [NUP37_HUMAN],3,2,0,1,2,2
Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1 OS=Homo sapiens GN=ERGIC1 - [ERGI1_HUMAN],3,3,0,2,2,3
Histone deacetylase OS=Homo sapiens GN=HDAC2 PE=2 SV=1 - [B3KRS5_HUMAN],3,2,0,2,2,3
Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=2 SV=1 - [B7Z7T5_HUMAN],3,1,0,0,2,2
Isoform 3 of KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2 - [KANK2_HUMAN],3,0,0,1,2,2
Zinc transporter 1 OS=Homo sapiens GN=SLC30A1 PE=1 SV=3 - [ZNT1_HUMAN],9,4,1,1,6,1
Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=3 - [A6NN80_HUMAN],12,6,2,2,8,10
H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3 - [DKC1_HUMAN],6,0,1,0,4,2
Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1 - [RAB18_HUMAN],3,1,1,0,2,0
Isoform 3 of Protein tweety homolog 3 OS=Homo sapiens GN=TTYH3 - [TTYH3_HUMAN],3,1,1,0,2,1
60S ribosomal protein L10a OS=Homo sapiens GN=RPL10A PE=1 SV=2 - [RL10A_HUMAN],3,2,1,1,2,2
Transmembrane and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=TMCO1 PE=4 SV=2 - [C9JX01_HUMAN],3,1,1,0,2,2
Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=4 SV=1 - [F5GYF5_HUMAN],3,1,1,2,2,3
Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1 - [FILA2_HUMAN],3,0,1,4,2,2
"HLA class I histocompatibility antigen, A-69 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2 - [1A69_HUMAN]",12,13,6,0,8,6
Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2 - [SCRB2_HUMAN],6,3,4,2,4,2
Syntaxin-18 (Fragment) OS=Homo sapiens GN=STX18 PE=4 SV=1 - [D6RC71_HUMAN],3,1,2,0,2,1
Isoform 5 of Serine/arginine-rich splicing factor 10 OS=Homo sapiens GN=SRSF10 - [SRS10_HUMAN],3,0,2,0,2,1
"HLA class I histocompatibility antigen, B-55 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B55_HUMAN]",9,9,7,3,6,5
Isoform 2 of Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 - [NU214_HUMAN],9,1,7,2,6,3
Choline-phosphate cytidylyltransferase A (Fragment) OS=Homo sapiens GN=PCYT1A PE=4 SV=1 - [C9J050_HUMAN],3,3,3,2,2,0
Required for meiotic nuclear division 1 homolog (S. cerevisiae) (Fragment) OS=Homo sapiens GN=RMND1 PE=2 SV=1 - [Q5SZ82_HUMAN],3,1,3,0,2,1
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens GN=PLOD2 PE=4 SV=1 - [E7ETU9_HUMAN]",3,1,3,1,2,2
Isoform IIa of Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 - [P4HA2_HUMAN],6,2,9,2,4,2
"Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3 - [K1H1_HUMAN]",6,21,34,12,4,12
"HLA class I histocompatibility antigen, A-68 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=4 - [1A68_HUMAN]",13,12,6,0,9,6
Isoform 1 of Neuroplastin OS=Homo sapiens GN=NPTN - [NPTN_HUMAN],10,8,2,1,7,2
"Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2, isoform CRA_c OS=Homo sapiens GN=GNAI2 PE=2 SV=1 - [B4E2X5_HUMAN]",10,3,2,4,7,10
Delta(24)-sterol reductase OS=Homo sapiens GN=DHCR24 PE=2 SV=1 - [B7Z817_HUMAN],10,3,4,3,7,2
Isoform 2 of Calumenin OS=Homo sapiens GN=CALU - [CALU_HUMAN],10,7,9,2,7,7
ADP/ATP translocase 1 OS=Homo sapiens GN=SLC25A4 PE=1 SV=4 - [ADT1_HUMAN],14,7,2,1,10,7
Protein FAM162A OS=Homo sapiens GN=FAM162A PE=4 SV=1 - [F8W7Q4_HUMAN],7,3,3,0,5,3
Sphingosine-1-phosphate lyase 1 OS=Homo sapiens GN=SGPL1 PE=1 SV=3 - [SGPL1_HUMAN],7,4,7,1,5,1
Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2 - [PIPNB_HUMAN],25,19,2,5,18,6
Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1 - [TM165_HUMAN],15,6,1,0,11,3
Isoform 3 of Adenosine 3'-phospho 5'-phosphosulfate transporter 1 OS=Homo sapiens GN=SLC35B2 - [S35B2_HUMAN],4,2,1,2,3,1
Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4 - [RB11B_HUMAN],8,9,3,4,6,5
Integrin alpha-5 OS=Homo sapiens GN=ITGA5 PE=1 SV=2 - [ITA5_HUMAN],4,1,2,0,3,0
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2 - [PLOD1_HUMAN]",4,2,2,1,3,2
ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3 - [ARF4_HUMAN],4,5,2,5,3,7
Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=2 SV=1 - [B4DXZ6_HUMAN],4,2,3,1,3,2
Elongation factor 1-delta OS=Homo sapiens GN=EEF1D PE=1 SV=5 - [EF1D_HUMAN],4,4,3,4,3,4
Isoform A of Fibulin-1 OS=Homo sapiens GN=FBLN1 - [FBLN1_HUMAN],8,4,7,1,6,1
Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1 - [KTN1_HUMAN],44,14,42,12,33,16
Isoform 5 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 - [AKAP9_HUMAN],4,1,4,3,3,2
"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4 - [K1C19_HUMAN]",16,26,23,20,12,29
"Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4 - [K1C16_HUMAN]",36,47,56,29,27,51
Ankycorbin OS=Homo sapiens GN=RAI14 PE=4 SV=1 - [E9PED3_HUMAN],4,0,10,0,3,1
"Keratin, type II cuticular Hb5 OS=Homo sapiens GN=KRT85 PE=1 SV=1 - [KRT85_HUMAN]",4,11,29,4,3,7
Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 PE=1 SV=2 - [GOGB1_HUMAN],59,2,11,3,45,12
"Cisplatin resistance related protein CRR9p, isoform CRA_c OS=Homo sapiens GN=CLPTM1L PE=4 SV=1 - [G5E9Z2_HUMAN]",9,4,4,2,7,2
Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2 - [TIM44_HUMAN],9,2,10,3,7,4
Protein disulfide-isomerase TMX3 OS=Homo sapiens GN=TMX3 PE=1 SV=2 - [TMX3_HUMAN],9,4,13,2,7,6
Sodium/potassium-transporting ATPase subunit alpha-4 OS=Homo sapiens GN=ATP1A4 PE=1 SV=3 - [AT1A4_HUMAN],14,4,2,2,11,4
Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=2 - [LAMB1_HUMAN],14,1,8,2,11,2
Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2 - [CPSF1_HUMAN],5,1,0,0,4,0
Isoform 2 of Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 - [SCAM3_HUMAN],5,2,0,0,4,3
Torsin-1A-interacting protein 1 (Fragment) OS=Homo sapiens GN=TOR1AIP1 PE=4 SV=1 - [E9PKD1_HUMAN],5,1,0,1,4,2
Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2 - [TOIP1_HUMAN],5,1,0,1,4,2
Isoform 2 of Very long-chain acyl-CoA synthetase OS=Homo sapiens GN=SLC27A2 - [S27A2_HUMAN],5,0,1,0,4,2
Isoform B of Probable cation-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 - [AT131_HUMAN],20,12,6,1,16,4
Monocarboxylate transporter 4 OS=Homo sapiens GN=SLC16A3 PE=1 SV=1 - [MOT4_HUMAN],10,6,5,5,8,5
Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2 - [DSG1_HUMAN],5,12,3,10,4,13
LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=4 SV=1 - [E9PMS6_HUMAN],5,0,3,1,4,3
Septin-7 OS=Homo sapiens GN=SEPT7 PE=2 SV=1 - [B4DNE4_HUMAN],10,3,7,5,8,8
Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1 - [CNTP1_HUMAN],5,1,4,0,4,0
Growth hormone inducible transmembrane protein OS=Homo sapiens GN=GHITM PE=2 SV=1 - [Q5VT94_HUMAN],5,1,5,0,4,3
T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=2 SV=1 - [B7ZAR1_HUMAN],10,4,12,6,8,5
"Keratin, type I cuticular Ha3-II OS=Homo sapiens GN=KRT33B PE=2 SV=3 - [KT33B_HUMAN]",5,18,28,11,4,10
Isoform 2 of ATPase family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A - [ATD3A_HUMAN],16,13,8,4,13,8
"Isoform 2 of Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA - [PCCA_HUMAN]",16,13,9,2,13,6
Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2 - [LYRIC_HUMAN],11,8,16,2,9,4
CD63 antigen (Fragment) OS=Homo sapiens GN=CD63 PE=4 SV=1 - [F8VNT9_HUMAN],6,3,1,2,5,2
"Coatomer protein complex, subunit beta 2 (Beta prime), isoform CRA_b OS=Homo sapiens GN=COPB2 PE=2 SV=1 - [B4DZI8_HUMAN]",6,4,2,3,5,7
Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1 - [TMX1_HUMAN],6,6,3,2,5,5
"Isoform 2 of Spectrin beta chain, brain 2 OS=Homo sapiens GN=SPTBN2 - [SPTN2_HUMAN]",6,1,5,2,5,2
CD44 antigen (Fragment) OS=Homo sapiens GN=CD44 PE=4 SV=1 - [H0YD13_HUMAN],6,9,7,3,5,4
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens GN=DDOST PE=1 SV=4 - [OST48_HUMAN],6,1,8,1,5,3
"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3 - [OPA1_HUMAN]",13,7,5,4,11,5
Isoform 2 of T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 - [TCPB_HUMAN],20,8,13,5,17,15
Nucleoporin NDC1 OS=Homo sapiens GN=TMEM48 PE=4 SV=1 - [G3XA81_HUMAN],7,3,2,1,6,1
Nucleobindin-1 OS=Homo sapiens GN=NUCB1 PE=1 SV=4 - [NUCB1_HUMAN],7,2,2,1,6,3
Isoform 4 of Scavenger receptor class B member 1 OS=Homo sapiens GN=SCARB1 - [SCRB1_HUMAN],7,6,3,2,6,3
Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens GN=TIMM50 PE=1 SV=2 - [TIM50_HUMAN],7,5,4,1,6,3
Isoform 2 of ATP-binding cassette sub-family F member 1 OS=Homo sapiens GN=ABCF1 - [ABCF1_HUMAN],7,3,6,3,6,3
"Keratin, type I cuticular Ha5 OS=Homo sapiens GN=KRT35 PE=3 SV=1 - [C4AM86_HUMAN]",7,12,27,11,6,9
Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1 - [ESYT1_HUMAN],8,2,2,1,7,3
Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3 - [GNAI3_HUMAN],8,2,2,3,7,9
Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2 - [CKAP4_HUMAN],48,30,37,17,42,15
SUN domain-containing protein 1 OS=Homo sapiens GN=UNC84A PE=4 SV=1 - [A4D2Q0_HUMAN],9,3,4,1,8,4
Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2 - [TFR1_HUMAN],28,21,8,4,25,14
"Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2 - [LAP2B_HUMAN]",19,10,12,2,17,4
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1 - [RPN1_HUMAN],20,10,8,2,18,10
"Keratin, type II cytoskeletal 72 OS=Homo sapiens GN=KRT72 PE=3 SV=1 - [H9KV51_HUMAN]",11,8,10,9,10,9
Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],44,16,42,17,40,18
Apolipoprotein L2 OS=Homo sapiens GN=APOL2 PE=1 SV=1 - [APOL2_HUMAN],11,12,13,4,10,7
Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2 - [TSP1_HUMAN],34,3,14,0,31,0
Transmembrane 9 superfamily member 3 OS=Homo sapiens GN=TM9SF3 PE=1 SV=2 - [TM9S3_HUMAN],14,3,3,0,13,3
Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3 - [SF3B1_HUMAN],14,4,4,5,13,7
"Elongation factor Tu, mitochondrial OS=Homo sapiens GN=TUFM PE=1 SV=2 - [EFTU_HUMAN]",16,7,13,6,15,13
Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3 - [TPR_HUMAN],16,7,34,13,15,11
Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3 - [RRP5_HUMAN],17,0,6,2,16,2
Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3 - [LMNB2_HUMAN],19,3,12,7,18,5
Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=3 SV=1 - [F5H3A1_HUMAN],59,20,25,12,56,22
"Spectrin beta chain, brain 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2 - [SPTB2_HUMAN]",62,35,49,29,59,31
Isoform 1 of Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 - [RRBP1_HUMAN],22,4,25,5,21,8
Sodium-dependent neutral amino acid transporter B(0)AT2 (Fragment) OS=Homo sapiens GN=SLC6A15 PE=4 SV=1 - [F8VSG1_HUMAN],1,1,0,0,1,0
Protein YIPF5 OS=Homo sapiens GN=YIPF5 PE=4 SV=1 - [F5H3P9_HUMAN],1,1,0,0,1,0
Isoform OA3-293 of Leukocyte surface antigen CD47 OS=Homo sapiens GN=CD47 - [CD47_HUMAN],1,1,0,0,1,0
Nicastrin OS=Homo sapiens GN=NCSTN PE=4 SV=2 - [E7ENA9_HUMAN],2,3,0,0,2,0
Sulfhydryl oxidase 2 OS=Homo sapiens GN=QSOX2 PE=1 SV=3 - [QSOX2_HUMAN],2,1,0,0,2,0
Isoform 2 of Vang-like protein 1 OS=Homo sapiens GN=VANGL1 - [VANG1_HUMAN],1,1,0,0,1,0
Putative uncharacterized protein DKFZp762C0813 (Fragment) OS=Homo sapiens GN=DKFZp762C0813 PE=2 SV=1 - [Q69YM1_HUMAN],1,1,0,0,1,0
Lysosomal protective protein OS=Homo sapiens GN=CTSA PE=1 SV=2 - [PPGB_HUMAN],1,2,0,1,1,0
